district,gr1_high_price,gr1_avg_price,gr2_high_price,gr2_avg_price,white_high_price,white_avg_price,published_at,created_at,updated_at,url
national,484.14,484.14,528.6800730997281,476.0020160415386,900.0,780.2,2020-06-30 00:00:00,2024-09-10 09:02:53,2024-09-10 09:02:53,https://exagri.info/mkt/2020/30.06.2020.html
national,477.43,477.43,539.1318907515476,480.23781044083,900.0,819.8,2020-07-07 00:00:00,2024-09-10 09:10:22,2024-09-10 09:10:22,https://exagri.info/mkt/2020/07.07.2020.html
national,474.64,474.64,430.0,425.0,900.0,776.0,2020-07-14 00:00:00,2024-09-10 09:18:22,2024-09-10 09:18:22,https://exagri.info/mkt/2020/14.07.2020.html
national,491.14,491.14,527.003980110706,474.9502469757361,1000.0,813.0,2020-07-21 00:00:00,2024-09-10 09:13:13,2024-09-10 09:13:13,https://exagri.info/mkt/2020/21.07.2020.html
national,530.86,530.86,564.3570051063018,515.6775789886913,900.0,798.0,2020-07-28 00:00:00,2024-09-10 09:20:29,2024-09-10 09:20:29,https://exagri.info/mkt/2020/28.07.2020.html
national,526.85,526.85,500.0,490.0,925.0,800.8,2020-08-04 00:00:00,2024-09-10 08:55:45,2024-09-10 08:55:45,https://exagri.info/mkt/2020/04.08.2020.html
national,527.29,527.29,566.9365622238219,516.0297942399751,900.0,811.0,2020-08-11 00:00:00,2024-09-10 08:54:17,2024-09-10 08:54:17,https://exagri.info/mkt/2020/11.08.2020.html
national,537.57,537.57,565.9617269057192,517.8722739024942,950.0,815.6,2020-08-18 00:00:00,2024-09-10 09:10:07,2024-09-10 09:10:07,https://exagri.info/mkt/2020/18.08.2020.html
national,569.36,569.36,586.2176097654077,541.0460339957607,1000.0,841.4,2020-08-25 00:00:00,2024-09-10 08:55:26,2024-09-10 08:55:26,https://exagri.info/mkt/2020/25.08.2020.html
national,567.85,567.85,599.367805941732,551.40424231721,900.0,830.4,2020-08-31 00:00:00,2024-09-10 08:49:59,2024-09-10 08:49:59,https://exagri.info/mkt/2020/31.08.2020.html
national,563.93,563.93,589.8322382931075,543.902807188249,900.0,811.2,2020-09-08 00:00:00,2024-09-10 09:10:57,2024-09-10 09:10:57,https://exagri.info/mkt/2020/08.09.2020.html
national,576.43,576.43,550.0,500.0,900.0,794.2,2020-09-15 00:00:00,2024-09-10 09:12:04,2024-09-10 09:12:04,https://exagri.info/mkt/2020/15.09.2020.html
national,581.79,581.79,593.0614550140265,551.1719360735835,950.0,814.4,2020-09-22 00:00:00,2024-09-10 09:00:12,2024-09-10 09:00:12,https://exagri.info/mkt/2020/22.09.2020.html
national,584.86,584.86,567.1500545880812,531.9807548461251,1100.0,812.8,2020-09-29 00:00:00,2024-09-10 09:19:39,2024-09-10 09:19:39,https://exagri.info/mkt/2020/29.09.2020.html
national,570.93,570.93,572.2686843197713,532.7181998124049,1000.0,801.0,2020-10-06 00:00:00,2024-09-10 09:11:48,2024-09-10 09:11:48,https://exagri.info/mkt/2020/06.10.2020.html
national,562.46,562.46,589.0644167848923,542.8806892743382,900.0,811.6,2020-10-13 00:00:00,2024-09-10 08:50:13,2024-09-10 08:50:13,https://exagri.info/mkt/2020/13.10.2020.html
national,552.33,552.33,590.4166353822578,542.5922595518452,800.0,783.2,2020-10-20 00:00:00,2024-09-10 08:49:25,2024-09-10 08:49:25,https://exagri.info/mkt/2020/20.10.2020.html
national,538.08,538.08,562.2774219493298,516.9662123911862,900.0,780.2,2020-10-27 00:00:00,2024-09-10 09:19:54,2024-09-10 09:19:54,https://exagri.info/mkt/2020/27.10.2020.html
national,534.6,534.6,561.0704882316026,514.936044260443,900.0,782.8,2020-11-03 00:00:00,2024-09-10 08:52:25,2024-09-10 08:52:25,https://exagri.info/mkt/2020/03.11.2020.html
national,550.42,550.42,530.0,525.0,900.0,746.4,2020-11-10 00:00:00,2024-09-10 09:04:46,2024-09-10 09:04:46,https://exagri.info/mkt/2020/10.11.2020.html
national,552.67,552.67,572.3995575501078,528.7062554620918,900.0,783.0,2020-11-17 00:00:00,2024-09-10 08:48:54,2024-09-10 08:48:54,https://exagri.info/mkt/2020/17.11.2020.html
national,558.0,558.0,577.1973324096916,533.6966605440306,900.0,787.0,2020-11-24 00:00:00,2024-09-10 09:15:14,2024-09-10 09:15:14,https://exagri.info/mkt/2020/24.11.2020.html
national,560.33,560.33,582.0477860230026,537.6341119663487,900.0,796.2,2020-12-01 00:00:00,2024-09-10 09:08:13,2024-09-10 09:08:13,https://exagri.info/mkt/2020/01.12.2020.html
national,555.07,555.07,585.5698704726863,537.9753695053024,900.0,814.6,2020-12-08 00:00:00,2024-09-10 09:09:20,2024-09-10 09:09:20,https://exagri.info/mkt/2020/08.12.2020.html
national,544.36,544.36,571.4355722840512,525.081689027655,900.0,794.4,2020-12-15 00:00:00,2024-09-10 09:18:55,2024-09-10 09:18:55,https://exagri.info/mkt/2020/15.12.2020.html
national,531.54,531.54,563.5982307639148,515.4399265351653,900.0,794.8,2020-12-22 00:00:00,2024-09-10 09:15:06,2024-09-10 09:15:06,https://exagri.info/mkt/2020/22.12.2020.html
national,525.71,525.71,562.5347837181351,512.6501404857617,900.0,801.75,2020-12-28 00:00:00,2024-09-10 08:51:09,2024-09-10 08:51:09,https://exagri.info/mkt/2020/28.12.2020.html
national,527.43,527.43,550.101770024243,505.3434648099044,900.0,765.2,2021-01-05 00:00:00,2024-09-10 09:16:04,2024-09-10 09:16:04,https://exagri.info/mkt/2021/05.01.2021.html
national,522.57,522.57,549.069814674663,502.92508213598,900.0,770.6,2021-01-12 00:00:00,2024-09-10 09:11:22,2024-09-10 09:11:22,https://exagri.info/mkt/2021/12.01.2021.html
national,518.79,518.79,500.0,500.0,900.0,815.0,2021-01-19 00:00:00,2024-09-10 09:08:37,2024-09-10 09:08:37,https://exagri.info/mkt/2021/19.01.2021.html
national,512.21,512.21,546.6811654153282,497.64940463601897,900.0,781.6,2021-01-26 00:00:00,2024-09-10 09:21:03,2024-09-10 09:21:03,https://exagri.info/mkt/2021/26.01.2021.html
national,507.71,507.71,553.1774359369077,501.42185496144873,850.0,782.2,2021-02-02 00:00:00,2024-09-10 09:20:04,2024-09-10 09:20:04,https://exagri.info/mkt/2021/02.02.2021.html
national,505.86,505.86,558.6858285468578,504.7686164134426,830.0,790.4,2021-02-09 00:00:00,2024-09-10 09:08:21,2024-09-10 09:08:21,https://exagri.info/mkt/2021/09.02.2021.html
national,509.64,509.64,547.2233617068559,497.06439863985327,900.0,787.4,2021-02-16 00:00:00,2024-09-10 08:57:45,2024-09-10 08:57:45,https://exagri.info/mkt/2021/16.02.2021.html
national,1266.92,1266.92,1111.5868981527492,1103.584805965832,2000.0,1578.75,2021-02-22 00:00:00,2024-09-10 08:52:44,2024-09-10 08:52:44,https://exagri.info/mkt/2022/22.02.2022.html
national,521.0,521.0,553.2023100303409,503.7330794009307,950.0,809.0,2021-02-23 00:00:00,2024-09-10 09:18:02,2024-09-10 09:18:02,https://exagri.info/mkt/2021/23.02.2021.html
national,536.85,536.85,550.0,500.0,900.0,784.8,2021-03-02 00:00:00,2024-09-10 08:58:55,2024-09-10 08:58:55,https://exagri.info/mkt/2021/02.03.2021.html
national,572.71,572.71,560.0,530.0,900.0,818.2,2021-03-09 00:00:00,2024-09-10 08:48:42,2024-09-10 08:48:42,https://exagri.info/mkt/2021/09.03.2021.html
national,602.79,602.79,600.0,600.0,1000.0,834.4,2021-03-16 00:00:00,2024-09-10 08:56:48,2024-09-10 08:56:48,https://exagri.info/mkt/2021/16.03.2021.html
national,661.86,661.86,657.2931883308056,618.6201881538633,1050.0,902.4,2021-03-23 00:00:00,2024-09-10 09:10:48,2024-09-10 09:10:48,https://exagri.info/mkt/2021/23.03.2021.html
national,654.64,654.64,657.144289296605,617.1692863463464,1000.0,889.6,2021-03-30 00:00:00,2024-09-10 08:56:20,2024-09-10 08:56:20,https://exagri.info/mkt/2021/30.03.2021.html
national,682.21,682.21,682.0756754147139,643.0556440054976,1000.0,910.6,2021-04-06 00:00:00,2024-09-10 09:07:33,2024-09-10 09:07:33,https://exagri.info/mkt/2021/06.04.2021.html
national,685.31,685.31,679.8800553299537,641.5190412445282,1050.0,924.0,2021-04-20 00:00:00,2024-09-10 09:08:43,2024-09-10 09:08:43,https://exagri.info/mkt/2021/20.04.2021.html
national,678.0,678.0,677.8393464137001,637.5699368092952,1050.0,930.8,2021-04-27 00:00:00,2024-09-10 09:14:53,2024-09-10 09:14:53,https://exagri.info/mkt/2021/27.04.2021.html
national,673.15,673.15,674.220442236465,632.2462183375062,1100.0,953.75,2021-05-04 00:00:00,2024-09-10 09:14:12,2024-09-10 09:14:12,https://exagri.info/mkt/2021/04.05.2021.html
national,664.38,664.38,682.4496031621652,636.8363926941057,1000.0,941.67,2021-05-11 00:00:00,2024-09-10 09:08:09,2024-09-10 09:08:09,https://exagri.info/mkt/2021/11.05.2021.html
national,656.38,656.38,658.5606029965269,618.7027946973484,1000.0,890.5,2021-05-18 00:00:00,2024-09-10 09:17:36,2024-09-10 09:17:36,https://exagri.info/mkt/2021/18.05.2021.html
national,747.62,747.62,745.8219394920895,704.8846541583505,1100.0,1022.0,2021-06-22 00:00:00,2024-09-10 09:13:00,2024-09-10 09:13:00,https://exagri.info/mkt/2021/22.06.2021.html
national,761.62,761.62,751.4500824227357,712.2857606801865,1150.0,1038.2,2021-06-29 00:00:00,2024-09-10 09:04:10,2024-09-10 09:04:10,https://exagri.info/mkt/2021/29.06.2021.html
national,752.64,752.64,732.715040311569,695.8253254809847,1200.0,1027.2,2021-07-06 00:00:00,2024-09-10 09:05:26,2024-09-10 09:05:26,https://exagri.info/mkt/2021/06.07.2021.html
national,747.07,747.07,735.8223510473671,695.7897681626008,1200.0,1045.0,2021-07-13 00:00:00,2024-09-10 09:20:53,2024-09-10 09:20:53,https://exagri.info/mkt/2021/13.07.2021.html
national,746.38,746.38,743.0037762988547,700.1200910201444,1200.0,1065.6,2021-07-19 00:00:00,2024-09-10 09:03:13,2024-09-10 09:03:13,https://exagri.info/mkt/2021/19.07.2021.html
national,747.08,747.08,731.6788231565957,694.4097276647811,1150.0,1009.2,2021-07-27 00:00:00,2024-09-10 08:54:06,2024-09-10 08:54:06,https://exagri.info/mkt/2021/27.07.2021.html
national,739.57,739.57,719.7826334480001,681.5844117711268,1250.0,1038.8,2021-08-03 00:00:00,2024-09-10 09:19:57,2024-09-10 09:19:57,https://exagri.info/mkt/2021/03.08.2021.html
national,727.07,727.07,728.242128107952,683.7115128568599,1200.0,1058.2,2021-08-10 00:00:00,2024-09-10 08:50:49,2024-09-10 08:50:49,https://exagri.info/mkt/2021/10.08.2021.html
national,728.54,728.54,719.6485177005278,676.244954725104,1300.0,1081.6,2021-08-17 00:00:00,2024-09-10 09:17:41,2024-09-10 09:17:41,https://exagri.info/mkt/2021/17.08.2021.html
national,819.0,819.0,805.1445471551651,763.536481798311,1300.0,1160.5,2021-10-05 00:00:00,2024-09-10 08:55:40,2024-09-10 08:55:40,https://exagri.info/mkt/2021/05.10.2021.html
national,817.21,817.21,829.1170277701826,778.1775427408277,1300.0,1228.4,2021-10-12 00:00:00,2024-09-10 09:08:59,2024-09-10 09:08:59,https://exagri.info/mkt/2021/12.10.2021.html
national,829.0,829.0,787.0052346714658,753.7007297236706,1375.0,1131.4,2021-10-18 00:00:00,2024-09-10 09:05:31,2024-09-10 09:05:31,https://exagri.info/mkt/2021/18.10.2021.html
national,882.54,882.54,849.1414187165933,812.0922747071163,1400.0,1221.6,2021-10-26 00:00:00,2024-09-10 09:02:38,2024-09-10 09:02:38,https://exagri.info/mkt/2021/26.10.2021.html
national,938.64,938.64,800.0,800.0,1400.0,1222.4,2021-11-02 00:00:00,2024-09-10 09:20:20,2024-09-10 09:20:20,https://exagri.info/mkt/2021/02.11.2021.html
national,956.21,956.21,890.0030265670644,864.8354185877175,1400.0,1208.0,2021-11-09 00:00:00,2024-09-10 09:17:21,2024-09-10 09:17:21,https://exagri.info/mkt/2021/09.11.2021.html
national,988.43,988.43,923.4467685818994,897.8350130028053,1400.0,1244.2,2021-11-16 00:00:00,2024-09-10 09:13:41,2024-09-10 09:13:41,https://exagri.info/mkt/2021/16.11.2021.html
national,1040.5,1040.5,955.4359885046183,937.0962795740564,1400.0,1243.0,2021-11-23 00:00:00,2024-09-10 08:59:57,2024-09-10 08:59:57,https://exagri.info/mkt/2021/23.11.2021.html
national,1059.29,1059.29,989.6776516467576,965.7406496880014,1400.0,1304.0,2021-11-30 00:00:00,2024-09-10 08:56:27,2024-09-10 08:56:27,https://exagri.info/mkt/2021/30.11.2021.html
national,1073.71,1073.71,994.2489121185699,971.360774371702,1500.0,1341.2,2021-12-07 00:00:00,2024-09-10 09:17:25,2024-09-10 09:17:25,https://exagri.info/mkt/2021/07.12.2021.html
national,1121.86,1121.86,1022.0695251236482,1001.5074643695126,1700.0,1433.6,2021-12-14 00:00:00,2024-09-10 09:16:31,2024-09-10 09:16:31,https://exagri.info/mkt/2021/14.12.2021.html
national,1126.93,1126.93,1042.0016546767804,1016.0562175041447,1700.0,1479.0,2021-12-21 00:00:00,2024-09-10 09:02:31,2024-09-10 09:02:31,https://exagri.info/mkt/2021/21.12.2021.html
national,1140.86,1140.86,1046.8356181996814,1024.1844844276266,1700.0,1468.6,2021-12-28 00:00:00,2024-09-10 08:54:32,2024-09-10 08:54:32,https://exagri.info/mkt/2021/28.12.2021.html
national,1133.43,1133.43,1035.4326287112426,1011.7027006211216,1800.0,1499.4,2022-01-04 00:00:00,2024-09-10 09:04:54,2024-09-10 09:04:54,https://exagri.info/mkt/2022/04.01.2022.html
national,1146.71,1146.71,1055.0102391652313,1028.998875016392,1800.0,1530.0,2022-01-11 00:00:00,2024-09-10 09:15:33,2024-09-10 09:15:33,https://exagri.info/mkt/2022/11.01.2022.html
national,1141.85,1141.85,1041.797208369888,1017.5525120476847,1850.0,1527.0,2022-01-18 00:00:00,2024-09-10 08:48:34,2024-09-10 08:48:34,https://exagri.info/mkt/2022/18.01.2022.html
national,1138.71,1138.71,993.1471608903461,976.5735970513078,2200.0,1572.6,2022-01-25 00:00:00,2024-09-10 09:20:16,2024-09-10 09:20:16,https://exagri.info/mkt/2022/25.01.2022.html
national,1100.57,1100.57,1022.6620028391072,990.3973505089465,1850.0,1544.8,2022-02-01 00:00:00,2024-09-10 09:15:39,2024-09-10 09:15:39,https://exagri.info/mkt/2022/01.02.2022.html
national,1101.57,1101.57,1039.8257583589234,1002.9654102049027,1800.0,1565.0,2022-02-08 00:00:00,2024-09-10 09:10:32,2024-09-10 09:10:32,https://exagri.info/mkt/2022/08.02.2022.html
national,1170.71,1170.71,1085.9436144400406,1054.9021720097053,1900.0,1622.4,2022-02-14 00:00:00,2024-09-10 09:12:24,2024-09-10 09:12:24,https://exagri.info/mkt/2022/14.02.2022.html
national,1351.93,1351.93,1000.0,1000.0,1950.0,1709.0,2022-03-08 00:00:00,2024-09-10 09:07:28,2024-09-10 09:07:28,https://exagri.info/mkt/2022/08.03.2022.html
national,1419.57,1419.57,1273.8797060944694,1259.8625778820333,2100.0,1809.8,2022-03-15 00:00:00,2024-09-10 09:18:44,2024-09-10 09:18:44,https://exagri.info/mkt/2022/15.03.2022.html
national,1530.86,1530.86,1333.2690352088653,1333.0117172447303,2300.0,1881.2,2022-03-22 00:00:00,2024-09-10 08:51:04,2024-09-10 08:51:04,https://exagri.info/mkt/2022/22.03.2022.html
national,1527.14,1527.14,1359.2538257698038,1348.2371912911271,2300.0,1957.8,2022-03-29 00:00:00,2024-09-10 09:11:59,2024-09-10 09:11:59,https://exagri.info/mkt/2022/29.03.2022.html
national,1584.29,1584.29,1385.636930328218,1383.2447731197644,2400.0,1982.0,2022-04-05 00:00:00,2024-09-10 08:56:08,2024-09-10 08:56:08,https://exagri.info/mkt/2022/05.04.2022.html
national,1733.54,1733.54,1506.1815809440482,1504.1104393956748,2800.0,2253.2,2022-04-19 00:00:00,2024-09-10 09:20:57,2024-09-10 09:20:57,https://exagri.info/mkt/2022/19.04.2022.html
national,1902.5,1902.5,1632.0841453921166,1640.5680914300538,3000.0,2407.4,2022-04-26 00:00:00,2024-09-10 09:17:45,2024-09-10 09:17:45,https://exagri.info/mkt/2022/26.04.2022.html
national,1984.36,1984.36,1751.42492042208,1746.3306234763886,3000.0,2592.4,2022-05-04 00:00:00,2024-09-10 08:51:00,2024-09-10 08:51:00,https://exagri.info/mkt/2022/04.05.2022.html
national,1817.57,1817.57,1573.642066463909,1572.534136862273,3000.0,2392.4,2022-05-17 00:00:00,2024-09-10 08:57:55,2024-09-10 08:57:55,https://exagri.info/mkt/2022/17.05.2022.html
national,1802.29,1802.29,1585.0370185841866,1574.2675358682045,3000.0,2449.0,2022-05-24 00:00:00,2024-09-10 08:57:06,2024-09-10 08:57:06,https://exagri.info/mkt/2022/24.05.2022.html
national,1716.07,1716.07,1471.109019695908,1470.3780880559161,3000.0,2286.0,2022-05-31 00:00:00,2024-09-10 09:04:33,2024-09-10 09:04:33,https://exagri.info/mkt/2022/31.05.2022.html
national,1735.93,1735.93,1500.0,1500.0,2900.0,2370.6,2022-06-07 00:00:00,2024-09-10 08:55:08,2024-09-10 08:55:08,https://exagri.info/mkt/2022/07.06.2022.html
national,1721.86,1721.86,1573.5132479720105,1537.787361395373,3000.0,2553.4,2022-06-15 00:00:00,2024-09-10 08:56:12,2024-09-10 08:56:12,https://exagri.info/mkt/2022/15.06.2022.html
national,1725.43,1725.43,1576.3670517294731,1544.6775757329624,2850.0,2481.4,2022-06-21 00:00:00,2024-09-10 09:18:36,2024-09-10 09:18:36,https://exagri.info/mkt/2022/21.06.2022.html
national,1755.14,1755.14,1576.1885266260956,1554.0651650676364,2900.0,2455.4,2022-06-28 00:00:00,2024-09-10 08:55:33,2024-09-10 08:55:33,https://exagri.info/mkt/2022/28.06.2022.html
national,1781.14,1781.14,1594.0319698299145,1572.3442229436087,3000.0,2509.0,2022-07-05 00:00:00,2024-09-10 09:12:52,2024-09-10 09:12:52,https://exagri.info/mkt/2022/05.07.2022.html
national,1789.07,1789.07,1627.1876176250844,1597.6216601136966,2950.0,2560.8,2022-07-12 00:00:00,2024-09-10 08:55:54,2024-09-10 08:55:54,https://exagri.info/mkt/2022/12.07.2022.html
national,1806.21,1806.21,1600.8653026292723,1584.523360830337,3050.0,2509.8,2022-07-19 00:00:00,2024-09-10 09:16:51,2024-09-10 09:16:51,https://exagri.info/mkt/2022/19.07.2022.html
national,1832.43,1832.43,1671.86762483749,1640.5633105560096,3000.0,2633.2,2022-07-26 00:00:00,2024-09-10 08:48:48,2024-09-10 08:48:48,https://exagri.info/mkt/2022/26.07.2022.html
national,1846.21,1846.21,1721.0191541692107,1676.902479259451,3000.0,2743.0,2022-08-02 00:00:00,2024-09-10 09:02:59,2024-09-10 09:02:59,https://exagri.info/mkt/2022/02.08.2022.html
national,1838.36,1838.36,1642.0867046511553,1623.717135386442,3000.0,2542.6,2022-08-09 00:00:00,2024-09-10 08:54:59,2024-09-10 08:54:59,https://exagri.info/mkt/2022/09.08.2022.html
national,1812.14,1812.14,1636.4193375671566,1608.08803042289,3100.0,2620.6,2022-08-16 00:00:00,2024-09-10 09:03:52,2024-09-10 09:03:52,https://exagri.info/mkt/2022/16.08.2022.html
national,1761.64,1761.64,1564.816314781578,1546.6482319513443,3000.0,2462.8,2022-08-23 00:00:00,2024-09-10 09:03:48,2024-09-10 09:03:48,https://exagri.info/mkt/2022/23.08.2022.html
